"imageptpair","filenameleft","frameleft","filenameright","frameright","sample","periodtime","length","precision","rms","range","direction","horzdir","vertdir","midx","midy","midz","family","genus","species","code","number","stage","activity","attribute9","attribute10","campaignid","x","y","z","sx","sy","sz","latitude","longitude","date","time","location","status","site","depth","observer","successful.count","successful.length"
"61","20210511_TOP_1_0003_0001.mp4","14830","20210511_BOTTOM_1_0003_0001.mp4","14299","npz6.19","2.15493",90.74074,"1.63885","4.34070","1600.58018","16.31624","27.58828","81.60197","378.93946","-242.08172","-1536.11792","Labridae","Austrolabrus","maculatus","37384025",1,"AD","Passing",NA,NA,"2021-05_Abrolhos_BOSS",NA,NA,NA,NA,NA,NA,"-28.0463","113.5314","20210511","10:55:30","NPZ6","No-take","npz6.19","48.1","Claude","Y","Y"
"62","20210511_TOP_1_0003_0001.mp4","15050","20210511_BOTTOM_1_0003_0001.mp4","14519","npz6.19","2.27727",94.88888,"2.91038","2.09442","1428.62595","23.02722","54.93083","55.98777","408.09905","-381.77204","-1314.79177","Labridae","Austrolabrus","maculatus","37384025",1,"AD","Passing",NA,NA,"2021-05_Abrolhos_BOSS",NA,NA,NA,NA,NA,NA,"-28.0463","113.5314","20210511","10:55:30","NPZ6","No-take","npz6.19","48.1","Claude","Y","Y"
"63","20210511_TOP_1_0003_0001.mp4","15078","20210511_BOTTOM_1_0003_0001.mp4","14547","npz6.19","2.29285",68.51974,"1.81835","1.84102","1539.13071","16.21619","24.80148","70.76523","328.78386","-276.85322","-1477.89608","Labridae","Austrolabrus","maculatus","37384025",1,"AD","Passing",NA,NA,"2021-05_Abrolhos_BOSS",NA,NA,NA,NA,NA,NA,"-28.0463","113.5314","20210511","10:55:30","NPZ6","No-take","npz6.19","48.1","Claude","Y","Y"
"64","20210511_TOP_1_0004_0001.mp4","25040","20210511_BOTTOM_1_0004_0001.mp4","24509","npz6.36","1.02769",210.74654,"2.05233","1.70771","1543.46934","19.57207","43.82988","71.55896","477.99584","-197.13189","-1454.28904","Tetraodontidae",NA,"spp",NA,1,"AD","Passing",NA,NA,"2021-05_Abrolhos_BOSS",NA,NA,NA,NA,NA,NA,"-28.0765","113.4739","20210511","11:22:14","NPZ6","No-take","npz6.36","52.9","Claude","Y","Y"
"65","20210511_TOP_1_0004_0001.mp4","25340","20210511_BOTTOM_1_0004_0001.mp4","24809","npz6.36","1.19453",154.28778,"2.22729","3.06928","1917.38623","14.41463","0.63933","73.69492","363.96533","-308.79277","-1857.02618","Tetraodontidae",NA,"spp",NA,1,"AD","Passing",NA,NA,"2021-05_Abrolhos_BOSS",NA,NA,NA,NA,NA,NA,"-28.0765","113.4739","20210511","11:22:14","NPZ6","No-take","npz6.36","52.9","Claude","Y","Y"
"66","20210511_TOP_1_0005_0001.mp4","6451","20210511_BOTTOM_1_0005_0001.mp4","5920","npz6.5","0.57780",287.73088,"6.16782","9.42712","2590.96005","18.58589","49.62934","83.10472","281.93175","-776.18949","-2455.83353","Labridae","Coris","auricularis","37384088",1,"AD","Passing",NA,NA,"2021-05_Abrolhos_BOSS",NA,NA,NA,NA,NA,NA,"-28.0839","113.4763","20210511","11:32:29","NPZ6","No-take","npz6.5","53.2","Claude","Y","Y"
"67","20210511_TOP_1_0005_0001.mp4","6664","20210511_BOTTOM_1_0005_0001.mp4","6133","npz6.5","0.69625",130.7371,"3.52898","6.95070","1581.34553","14.25334","74.26608","60.99963","191.58894","-338.94166","-1532.66628","Labridae","Coris","auricularis","37384088",1,"AD","Passing",NA,NA,"2021-05_Abrolhos_BOSS",NA,NA,NA,NA,NA,NA,"-28.0839","113.4763","20210511","11:32:29","NPZ6","No-take","npz6.5","53.2","Claude","Y","Y"
"68","20210511_TOP_1_0005_0001.mp4","6708","20210511_BOTTOM_1_0005_0001.mp4","6177","npz6.5","0.72072",156.68452,"4.60754","1.99233","1837.06364","12.19916","60.01953","57.03874","317.21804","-223.75176","-1795.58087","Labridae","Coris","auricularis","37384088",1,"AD","Passing",NA,NA,"2021-05_Abrolhos_BOSS",NA,NA,NA,NA,NA,NA,"-28.0839","113.4763","20210511","11:32:29","NPZ6","No-take","npz6.5","53.2","Claude","Y","Y"
"69","20210511_TOP_1_0005_0001.mp4","6726","20210511_BOTTOM_1_0005_0001.mp4","6195","npz6.5","0.73073",131.44094,"2.10613","0.61068","1490.32339","18.41846","44.67925","69.61350","398.04008","-251.56920","-1413.98049","Labridae","Coris","auricularis","37384088",1,"AD","Passing",NA,NA,"2021-05_Abrolhos_BOSS",NA,NA,NA,NA,NA,NA,"-28.0839","113.4763","20210511","11:32:29","NPZ6","No-take","npz6.5","53.2","Claude","Y","Y"
"70","20210511_TOP_1_0005_0001.mp4","6730","20210511_BOTTOM_1_0005_0001.mp4","6199","npz6.5","0.73295",130.70521,"4.87975","6.53466","1601.58358","29.74319","87.13957","43.60160","233.01031","-759.63324","-1390.58747","Labridae","Coris","auricularis","37384088",1,"AD","Passing",NA,NA,"2021-05_Abrolhos_BOSS",NA,NA,NA,NA,NA,NA,"-28.0839","113.4763","20210511","11:32:29","NPZ6","No-take","npz6.5","53.2","Claude","Y","Y"
"71","20210511_TOP_1_0005_0001.mp4","6732","20210511_BOTTOM_1_0005_0001.mp4","6201","npz6.5","0.73407",165.72405,"4.41161","2.33200","1772.50343","22.72311","62.65679","61.94538","176.73435","-661.47626","-1634.92585","Labridae","Coris","auricularis","37384088",1,"AD","Passing",NA,NA,"2021-05_Abrolhos_BOSS",NA,NA,NA,NA,NA,NA,"-28.0839","113.4763","20210511","11:32:29","NPZ6","No-take","npz6.5","53.2","Claude","Y","Y"
"72","20210511_TOP_1_0005_0001.mp4","6766","20210511_BOTTOM_1_0005_0001.mp4","6235","npz6.5","0.75297",116.855,"5.48786","4.74421","1731.63071","31.54606","80.68303","45.52279","237.78795","-874.19812","-1475.73014","Labridae","Coris","auricularis","37384088",1,"AD","Passing",NA,NA,"2021-05_Abrolhos_BOSS",NA,NA,NA,NA,NA,NA,"-28.0839","113.4763","20210511","11:32:29","NPZ6","No-take","npz6.5","53.2","Claude","Y","Y"
"73","20210511_TOP_1_0005_0001.mp4","6775","20210511_BOTTOM_1_0005_0001.mp4","6244","npz6.5","0.75798",196.57453,"1.64981","2.77244","1706.28909","5.66179","21.17027","67.90335","144.48891","86.37106","-1697.96510","Labridae","Coris","auricularis","37384088",1,"AD","Passing",NA,NA,"2021-05_Abrolhos_BOSS",NA,NA,NA,NA,NA,NA,"-28.0839","113.4763","20210511","11:32:29","NPZ6","No-take","npz6.5","53.2","Claude","Y","Y"
"74","20210511_TOP_1_0005_0001.mp4","6805","20210511_BOTTOM_1_0005_0001.mp4","6274","npz6.5","0.77466",131.44424,"3.79312","4.03266","1825.88961","23.45774","29.76906","65.61888","58.31439","-724.49356","-1674.98698","Labridae","Coris","auricularis","37384088",1,"AD","Passing",NA,NA,"2021-05_Abrolhos_BOSS",NA,NA,NA,NA,NA,NA,"-28.0839","113.4763","20210511","11:32:29","NPZ6","No-take","npz6.5","53.2","Claude","Y","Y"
"75","20210511_TOP_1_0005_0001.mp4","6808","20210511_BOTTOM_1_0005_0001.mp4","6277","npz6.5","0.77633",123.77835,"2.48107","0.74849","1472.63736","19.69772","60.95997","70.52972","285.70163","-405.89624","-1386.46443","Labridae","Coris","auricularis","37384088",1,"AD","Passing",NA,NA,"2021-05_Abrolhos_BOSS",NA,NA,NA,NA,NA,NA,"-28.0839","113.4763","20210511","11:32:29","NPZ6","No-take","npz6.5","53.2","Claude","Y","Y"
"77","20210511_TOP_1_0005_0001.mp4","6915","20210511_BOTTOM_1_0005_0001.mp4","6384","npz6.5","0.83583",143.33038,"5.70314","3.64826","2138.85477","31.12471","21.22429","79.62413","427.98092","1019.38131","-1830.95434","Labridae","Coris","auricularis","37384088",1,"AD","Passing",NA,NA,"2021-05_Abrolhos_BOSS",NA,NA,NA,NA,NA,NA,"-28.0839","113.4763","20210511","11:32:29","NPZ6","No-take","npz6.5","53.2","Claude","Y","Y"
"78","20210511_TOP_1_0005_0001.mp4","7008","20210511_BOTTOM_1_0005_0001.mp4","6477","npz6.5","0.88755",150.05642,"2.90359","3.53758","1403.58198","26.32559","81.85353","64.84683","238.50327","574.94222","-1258.01431","Labridae","Coris","auricularis","37384088",1,"AD","Passing",NA,NA,"2021-05_Abrolhos_BOSS",NA,NA,NA,NA,NA,NA,"-28.0839","113.4763","20210511","11:32:29","NPZ6","No-take","npz6.5","53.2","Claude","Y","Y"
"79","20210511_TOP_1_0005_0001.mp4","7301","20210511_BOTTOM_1_0005_0001.mp4","6770","npz6.5","1.05049",163.58892,"2.71861","0.74231","1639.32339","24.04534","77.17857","83.24401","374.89020","552.83369","-1497.06828","Nemipteridae","Pentapodus","nagasakiensis","37347012",1,"AD","Passing",NA,NA,"2021-05_Abrolhos_BOSS",NA,NA,NA,NA,NA,NA,"-28.0839","113.4763","20210511","11:32:29","NPZ6","No-take","npz6.5","53.2","Claude","Y","Y"
"80","20210511_TOP_1_0005_0001.mp4","7441","20210511_BOTTOM_1_0005_0001.mp4","6910","npz6.5","1.12835",138.6766,"0.97876","2.84285","976.78867","26.12410","60.47583","83.27227","359.02486","236.82101","-877.00232","Nemipteridae","Pentapodus","nagasakiensis","37347012",1,"AD","Passing",NA,NA,"2021-05_Abrolhos_BOSS",NA,NA,NA,NA,NA,NA,"-28.0839","113.4763","20210511","11:32:29","NPZ6","No-take","npz6.5","53.2","Claude","Y","Y"
"81","20210511_TOP_1_0005_0001.mp4","8112","20210511_BOTTOM_1_0005_0001.mp4","7581","npz6.5","1.50150",83.94285,"3.92212","4.87268","1738.20552","24.42645","87.41666","65.61334","579.90862","424.69613","-1582.62365","Labridae","Suezichthys","cyanolaemus","37384161",1,"AD","Passing",NA,NA,"2021-05_Abrolhos_BOSS",NA,NA,NA,NA,NA,NA,"-28.0839","113.4763","20210511","11:32:29","NPZ6","No-take","npz6.5","53.2","Claude","Y","Y"
"82","20210511_TOP_1_0005_0001.mp4","8114","20210511_BOTTOM_1_0005_0001.mp4","7583","npz6.5","1.50261",64.48862,"5.71022","3.15359","1736.61003","23.09651","83.04293","46.58621","600.04212","322.54691","-1597.41270","Labridae","Suezichthys","cyanolaemus","37384161",1,"AD","Passing",NA,NA,"2021-05_Abrolhos_BOSS",NA,NA,NA,NA,NA,NA,"-28.0839","113.4763","20210511","11:32:29","NPZ6","No-take","npz6.5","53.2","Claude","Y","Y"
"85","20210511_TOP_1_0005_0001.mp4","31252","20210511_BOTTOM_1_0005_0001.mp4","30721","npz6.37","0.92092",118.84847,"4.16355","3.84091","1829.64364","29.16002","29.85017","38.82825","300.25119","839.41176","-1597.75873","Labridae","Suezichthys","cyanolaemus","37384161",1,"AD","Passing",NA,NA,"2021-05_Abrolhos_BOSS",NA,NA,NA,NA,NA,NA,"-28.0964","113.4639","20210511","11:46:02","NPZ6","No-take","npz6.37","39.2","Claude","Y","Y"
"86","20210511_TOP_1_0005_0001.mp4","31951","20210511_BOTTOM_1_0005_0001.mp4","31420","npz6.37","1.30964",121.73488,"6.43834","5.57334","2351.97017","24.70342","48.37646","73.16105","16.18163","982.80527","-2136.72545","Labridae","Coris","auricularis","37384088",1,"AD","Passing",NA,NA,"2021-05_Abrolhos_BOSS",NA,NA,NA,NA,NA,NA,"-28.0964","113.4639","20210511","11:46:02","NPZ6","No-take","npz6.37","39.2","Claude","Y","Y"
"87","20210511_TOP_1_0005_0001.mp4","32078","20210511_BOTTOM_1_0005_0001.mp4","31547","npz6.37","1.38027",198.94935,"6.43330","3.74642","2308.97633","21.30287","64.78723","69.92663","65.96413","836.24862","-2151.21098","Labridae","Coris","auricularis","37384088",1,"AD","Passing",NA,NA,"2021-05_Abrolhos_BOSS",NA,NA,NA,NA,NA,NA,"-28.0964","113.4639","20210511","11:46:02","NPZ6","No-take","npz6.37","39.2","Claude","Y","Y"
"89","20210511_TOP_1_0006_0001.mp4","12574","20210511_BOTTOM_1_0006_0001.mp4","12043","npz6.14","0.45490",44.64308,"1.99659","4.52849","1134.34925","34.29626","47.35415","66.04283","185.04768","-611.80151","-937.12565","Pomacentridae","Chromis","spp",NA,1,"AD","Passing",NA,NA,"2021-05_Abrolhos_BOSS",NA,NA,NA,NA,NA,NA,"-28.0912","113.4589","20210511","11:56:15","NPZ6","No-take","npz6.14","25.5","Claude","Y","Y"
"90","20210511_TOP_1_0006_0001.mp4","12598","20210511_BOTTOM_1_0006_0001.mp4","12067","npz6.14","0.46825",32.27449,"1.56903","1.14810","1242.18984","24.03795","15.54291","42.33670","37.73649","-504.58654","-1134.46198","Pomacentridae","Chromis","spp",NA,1,"AD","Passing",NA,NA,"2021-05_Abrolhos_BOSS",NA,NA,NA,NA,NA,NA,"-28.0912","113.4589","20210511","11:56:15","NPZ6","No-take","npz6.14","25.5","Claude","Y","Y"
"91","20210511_TOP_1_0006_0001.mp4","12598","20210511_BOTTOM_1_0006_0001.mp4","12067","npz6.14","0.46825",38.83601,"1.34700","1.44611","1257.03551","17.46500","0.21918","56.61126","89.49933","-366.49574","-1199.08674","Pomacentridae","Chromis","spp",NA,1,"AD","Passing",NA,NA,"2021-05_Abrolhos_BOSS",NA,NA,NA,NA,NA,NA,"-28.0912","113.4589","20210511","11:56:15","NPZ6","No-take","npz6.14","25.5","Claude","Y","Y"
"92","20210511_TOP_1_0006_0001.mp4","12602","20210511_BOTTOM_1_0006_0001.mp4","12071","npz6.14","0.47047",58.57332,"1.75621","2.42253","1401.60557","19.51725","18.32570","64.22810","317.17263","-344.48801","-1321.07067","Pomacentridae","Chromis","spp",NA,1,"AD","Passing",NA,NA,"2021-05_Abrolhos_BOSS",NA,NA,NA,NA,NA,NA,"-28.0912","113.4589","20210511","11:56:15","NPZ6","No-take","npz6.14","25.5","Claude","Y","Y"
"93","20210511_TOP_1_0006_0001.mp4","12605","20210511_BOTTOM_1_0006_0001.mp4","12074","npz6.14","0.47214",38.07679,"1.84914","2.48360","1434.35147","19.55256","13.65845","47.60795","17.54944","-479.71552","-1351.63944","Pomacentridae","Chromis","spp",NA,1,"AD","Passing",NA,NA,"2021-05_Abrolhos_BOSS",NA,NA,NA,NA,NA,NA,"-28.0912","113.4589","20210511","11:56:15","NPZ6","No-take","npz6.14","25.5","Claude","Y","Y"
"95","20210511_TOP_1_0006_0001.mp4","12606","20210511_BOTTOM_1_0006_0001.mp4","12075","npz6.14","0.47269",65.72004,"2.10160","3.92770","1531.69072","16.05981","48.70368","68.19292","423.50703","13.67715","-1471.91412","Pomacentridae","Chromis","spp",NA,1,"AD","Passing",NA,NA,"2021-05_Abrolhos_BOSS",NA,NA,NA,NA,NA,NA,"-28.0912","113.4589","20210511","11:56:15","NPZ6","No-take","npz6.14","25.5","Claude","Y","Y"
"96","20210511_TOP_1_0006_0001.mp4","12607","20210511_BOTTOM_1_0006_0001.mp4","12076","npz6.14","0.47325",57.4651,"2.30758","0.91621","1197.80532","22.28030","54.55921","49.80319","392.86478","-227.80390","-1108.37729","Pomacentridae","Chromis","spp",NA,1,"AD","Passing",NA,NA,"2021-05_Abrolhos_BOSS",NA,NA,NA,NA,NA,NA,"-28.0912","113.4589","20210511","11:56:15","NPZ6","No-take","npz6.14","25.5","Claude","Y","Y"
"97","20210511_TOP_1_0006_0001.mp4","12609","20210511_BOTTOM_1_0006_0001.mp4","12078","npz6.14","0.47436",51.9269,"3.10907","1.27957","1270.73985","13.86479","67.92832","43.18878","223.42352","-206.90039","-1233.71550","Pomacentridae","Chromis","spp",NA,1,"AD","Passing",NA,NA,"2021-05_Abrolhos_BOSS",NA,NA,NA,NA,NA,NA,"-28.0912","113.4589","20210511","11:56:15","NPZ6","No-take","npz6.14","25.5","Claude","Y","Y"
"98","20210511_TOP_1_0006_0001.mp4","12610","20210511_BOTTOM_1_0006_0001.mp4","12079","npz6.14","0.47492",40.51974,"1.85277","1.39262","1310.53126","15.93664","28.57492","49.70584","324.50612","-155.49684","-1260.16217","Pomacentridae","Chromis","spp",NA,1,"AD","Passing",NA,NA,"2021-05_Abrolhos_BOSS",NA,NA,NA,NA,NA,NA,"-28.0912","113.4589","20210511","11:56:15","NPZ6","No-take","npz6.14","25.5","Claude","Y","Y"
"99","20210511_TOP_1_0006_0001.mp4","12616","20210511_BOTTOM_1_0006_0001.mp4","12085","npz6.14","0.47826",72.96856,"5.91198","3.82353","1731.23104","35.78183","85.51826","37.02270","594.97537","818.93669","-1404.46002","Pomacentridae","Chromis","spp",NA,1,"AD","Passing",NA,NA,"2021-05_Abrolhos_BOSS",NA,NA,NA,NA,NA,NA,"-28.0912","113.4589","20210511","11:56:15","NPZ6","No-take","npz6.14","25.5","Claude","Y","Y"
"101","20210511_TOP_1_0006_0001.mp4","12632","20210511_BOTTOM_1_0006_0001.mp4","12101","npz6.14","0.48715",35.51538,"1.09359","2.44862","874.79832","21.53860","52.43730","58.32275","321.14271","3.59877","-813.71156","Pomacentridae","Chromis","spp",NA,1,"AD","Passing",NA,NA,"2021-05_Abrolhos_BOSS",NA,NA,NA,NA,NA,NA,"-28.0912","113.4589","20210511","11:56:15","NPZ6","No-take","npz6.14","25.5","Claude","Y","Y"
"102","20210511_TOP_1_0006_0001.mp4","12639","20210511_BOTTOM_1_0006_0001.mp4","12108","npz6.14","0.49105",45.17949,"2.69027","1.38236","1412.11701","29.83882","34.99994","57.60138","-73.07078","-698.80549","-1224.91061","Pomacentridae","Chromis","spp",NA,1,"AD","Passing",NA,NA,"2021-05_Abrolhos_BOSS",NA,NA,NA,NA,NA,NA,"-28.0912","113.4589","20210511","11:56:15","NPZ6","No-take","npz6.14","25.5","Claude","Y","Y"
"103","20210511_TOP_1_0006_0001.mp4","12649","20210511_BOTTOM_1_0006_0001.mp4","12118","npz6.14","0.49661",68.34188,"2.10577","4.61307","1151.08677","31.57154","49.65396","52.28927","217.42875","-562.07756","-980.71112","Pomacentridae","Chromis","spp",NA,1,"AD","Passing",NA,NA,"2021-05_Abrolhos_BOSS",NA,NA,NA,NA,NA,NA,"-28.0912","113.4589","20210511","11:56:15","NPZ6","No-take","npz6.14","25.5","Claude","Y","Y"
"104","20210511_TOP_1_0006_0001.mp4","12685","20210511_BOTTOM_1_0006_0001.mp4","12154","npz6.14","0.51663",31.72191,"1.35080","0.28939","1010.87511","17.50566","48.82762","60.75262","192.96371","-234.99858","-964.05869","Pomacentridae","Chromis","spp",NA,1,"AD","Passing",NA,NA,"2021-05_Abrolhos_BOSS",NA,NA,NA,NA,NA,NA,"-28.0912","113.4589","20210511","11:56:15","NPZ6","No-take","npz6.14","25.5","Claude","Y","Y"
"105","20210511_TOP_1_0006_0001.mp4","13228","20210511_BOTTOM_1_0006_0001.mp4","12697","npz6.14","0.81860",157.71081,"15.02440","9.61668","3321.17981","34.18997","76.29385","74.23694","936.26792","-1614.45803","-2747.21004","Labridae","Coris","auricularis","37384088",1,"AD","Passing",NA,NA,"2021-05_Abrolhos_BOSS",NA,NA,NA,NA,NA,NA,"-28.0912","113.4589","20210511","11:56:15","NPZ6","No-take","npz6.14","25.5","Claude","Y","Y"
"106","20210511_TOP_1_0006_0001.mp4","13245","20210511_BOTTOM_1_0006_0001.mp4","12714","npz6.14","0.82805",131.19017,"5.59531","9.35909","2289.48805","23.88631","36.02991","63.33754","636.41902","-674.10938","-2093.39507","Labridae","Coris","auricularis","37384088",1,"AD","Passing",NA,NA,"2021-05_Abrolhos_BOSS",NA,NA,NA,NA,NA,NA,"-28.0912","113.4589","20210511","11:56:15","NPZ6","No-take","npz6.14","25.5","Claude","Y","Y"
"107","20210511_TOP_1_0006_0001.mp4","13273","20210511_BOTTOM_1_0006_0001.mp4","12742","npz6.14","0.84362",71.12279,"1.54076","6.35266","1357.52521","12.39531","14.46335","34.95650","200.44286","-211.51051","-1325.88109","Labridae","Coris","auricularis","37384088",1,"AD","Passing",NA,NA,"2021-05_Abrolhos_BOSS",NA,NA,NA,NA,NA,NA,"-28.0912","113.4589","20210511","11:56:15","NPZ6","No-take","npz6.14","25.5","Claude","Y","Y"
"108","20210511_TOP_1_0006_0001.mp4","13375","20210511_BOTTOM_1_0006_0001.mp4","12844","npz6.14","0.90034",52.72495,"0.69914","1.47972","852.58589","16.53668","61.99457","82.92588","186.27600","155.53244","-817.32100","Labridae","Coris","auricularis","37384088",1,"AD","Passing",NA,NA,"2021-05_Abrolhos_BOSS",NA,NA,NA,NA,NA,NA,"-28.0912","113.4589","20210511","11:56:15","NPZ6","No-take","npz6.14","25.5","Claude","Y","Y"
"109","20210511_TOP_1_0006_0001.mp4","13396","20210511_BOTTOM_1_0006_0001.mp4","12865","npz6.14","0.91202",69.25099,"1.29611","4.07444","1376.95523","12.99018","12.58631","57.68534","276.18972","-139.71505","-1341.71706","Labridae","Coris","auricularis","37384088",1,"AD","Passing",NA,NA,"2021-05_Abrolhos_BOSS",NA,NA,NA,NA,NA,NA,"-28.0912","113.4589","20210511","11:56:15","NPZ6","No-take","npz6.14","25.5","Claude","Y","Y"
"110","20210511_TOP_1_0006_0001.mp4","13400","20210511_BOTTOM_1_0006_0001.mp4","12869","npz6.14","0.91425",153.51602,"3.31674","2.70721","2745.33016","13.49573","4.80085","68.32392","562.67502","-306.39033","-2669.52421","Labridae","Coris","auricularis","37384088",1,"AD","Passing",NA,NA,"2021-05_Abrolhos_BOSS",NA,NA,NA,NA,NA,NA,"-28.0912","113.4589","20210511","11:56:15","NPZ6","No-take","npz6.14","25.5","Claude","Y","Y"
"114","20210511_TOP_1_0006_0001.mp4","13443","20210511_BOTTOM_1_0006_0001.mp4","12912","npz6.14","0.93816",119.48023,"0.85794","3.29181","1114.30553","16.52544","10.59475","69.66828","312.68599","-51.84069","-1068.27751","Labridae","Coris","auricularis","37384088",1,"AD","Passing",NA,NA,"2021-05_Abrolhos_BOSS",NA,NA,NA,NA,NA,NA,"-28.0912","113.4589","20210511","11:56:15","NPZ6","No-take","npz6.14","25.5","Claude","Y","Y"
"115","20210511_TOP_1_0006_0001.mp4","13444","20210511_BOTTOM_1_0006_0001.mp4","12913","npz6.14","0.93872",164.79825,"8.54331","3.13032","2511.31993","21.27094","62.22726","61.06161","253.92536","874.95128","-2340.23716","Labridae","Coris","auricularis","37384088",1,"AD","Passing",NA,NA,"2021-05_Abrolhos_BOSS",NA,NA,NA,NA,NA,NA,"-28.0912","113.4589","20210511","11:56:15","NPZ6","No-take","npz6.14","25.5","Claude","Y","Y"
"117","20210511_TOP_1_0006_0001.mp4","13456","20210511_BOTTOM_1_0006_0001.mp4","12925","npz6.14","0.94539",173.17608,"3.20214","1.10436","1715.97925","20.20314","41.28492","65.07838","355.41432","474.20517","-1610.40210","Labridae","Coris","auricularis","37384088",1,"AD","Passing",NA,NA,"2021-05_Abrolhos_BOSS",NA,NA,NA,NA,NA,NA,"-28.0912","113.4589","20210511","11:56:15","NPZ6","No-take","npz6.14","25.5","Claude","Y","Y"
"118","20210511_TOP_1_0006_0001.mp4","13462","20210511_BOTTOM_1_0006_0001.mp4","12931","npz6.14","0.94873",66.52407,"1.12683","1.23120","1237.99350","26.71286","8.53861","73.98932","529.64383","170.79842","-1105.86311","Labridae","Coris","auricularis","37384088",1,"AD","Passing",NA,NA,"2021-05_Abrolhos_BOSS",NA,NA,NA,NA,NA,NA,"-28.0912","113.4589","20210511","11:56:15","NPZ6","No-take","npz6.14","25.5","Claude","Y","Y"
"119","20210511_TOP_1_0006_0001.mp4","13463","20210511_BOTTOM_1_0006_0001.mp4","12932","npz6.14","0.94928",142.78533,"3.58565","2.33838","1896.60911","23.77660","20.06755","42.72286","-170.19019","-745.47872","-1735.63328","Labridae","Coris","auricularis","37384088",1,"AD","Passing",NA,NA,"2021-05_Abrolhos_BOSS",NA,NA,NA,NA,NA,NA,"-28.0912","113.4589","20210511","11:56:15","NPZ6","No-take","npz6.14","25.5","Claude","Y","Y"
"122","20210511_TOP_1_0006_0001.mp4","13487","20210511_BOTTOM_1_0006_0001.mp4","12956","npz6.14","0.96263",83.96483,"2.11563","1.68151","1520.60819","13.31936","27.82446","57.62544","237.07868","-257.90419","-1479.70551","Labridae","Coris","auricularis","37384088",1,"AD","Passing",NA,NA,"2021-05_Abrolhos_BOSS",NA,NA,NA,NA,NA,NA,"-28.0912","113.4589","20210511","11:56:15","NPZ6","No-take","npz6.14","25.5","Claude","Y","Y"
"123","20210511_TOP_1_0006_0001.mp4","13570","20210511_BOTTOM_1_0006_0001.mp4","13039","npz6.14","1.00879",61.38331,"0.79568","2.43431","874.28407","23.07937","17.12252","70.88901","285.25651","-189.97053","-804.30875","Labridae","Coris","auricularis","37384088",1,"AD","Passing",NA,NA,"2021-05_Abrolhos_BOSS",NA,NA,NA,NA,NA,NA,"-28.0912","113.4589","20210511","11:56:15","NPZ6","No-take","npz6.14","25.5","Claude","Y","Y"
"124","20210511_TOP_1_0006_0001.mp4","13898","20210511_BOTTOM_1_0006_0001.mp4","13367","npz6.14","1.19119",261.56304,"7.14175","6.01545","3200.71034","14.85708","1.16052","80.22317","305.17352","-761.84081","-3093.70561","Lethrinidae","Lethrinus","miniatus","37351009",1,"AD","Passing",NA,NA,"2021-05_Abrolhos_BOSS",NA,NA,NA,NA,NA,NA,"-28.0912","113.4589","20210511","11:56:15","NPZ6","No-take","npz6.14","25.5","Claude","Y","Y"
